"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 12/01/2024

Product: Historical Climate (Daily) - gridMET (METDATA)(http://www.climatologylab.org/gridmet.html) 
"Location (US County): Boulder County, Colorado"
Variable List: 
tmmn: Min Temperature
tmmx: Max Temperature
pr: Precipitation
********************************************************
Year,Month,Day,tmmn(degC),tmmx(degC),pr(mm)
1999,6,17,4.24,20.90,3.47857
1999,6,18,6.47,22.33,0.32619
1999,6,19,8.42,25.66,0.0506
1999,6,20,9.23,26.63,0.40833
1999,6,21,9.33,25.37,1.10417
1999,6,22,8.35,25.53,1.16369
1999,6,23,10.51,25.26,0.67976
1999,6,24,10.77,26.82,0.04464
1999,6,25,10.33,28.42,0.15833
1999,6,26,11.28,25.87,0.0875
1999,6,27,11.35,25.99,0.12262
1999,6,28,8.68,22.13,0
1999,6,29,7.17,25.04,0.10893
1999,6,30,8.61,24.08,0
1999,7,1,8.97,25.76,0.41369
1999,7,2,12.80,30.61,0.20119
1999,7,3,13.18,29.56,0
1999,7,4,12.07,29.14,0
1999,7,5,13.45,27.82,0
1999,7,6,10.90,27.85,0.15833
1999,7,7,11.79,29.11,1.31607
1999,7,8,12.69,26.85,1.14286
1999,7,9,11.14,22.83,0
1999,7,10,8.06,24.38,0.05893
1999,7,11,9.15,25.14,2.39464
1999,7,12,9.38,25.44,0.49226
1999,7,13,10.23,28.76,0.61012
1999,7,14,14.07,28.36,1.19762
1999,7,15,11.41,25.37,1.05536
1999,7,16,10.24,22.63,5.67321
1999,7,17,8.56,25.52,2.22798
1999,7,18,12.76,26.51,2.25298
1999,7,19,12.23,25.19,8.40833
1999,7,20,10.34,25.12,0.84345
1999,7,21,11.80,28.14,0.0369
1999,7,22,12.34,27.16,1.63036
1999,7,23,11.90,28.21,0.24286
1999,7,24,13.78,27.57,6.3244
1999,7,25,12.36,27.33,4.95655
1999,7,26,12.51,27.61,0.28036
1999,7,27,12.00,28.92,3.86845
1999,7,28,14.96,29.21,6.87083
1999,7,29,13.16,26.40,3.18333
1999,7,30,13.01,26.64,13.49881
1999,7,31,11.13,21.92,13.52738
1999,8,1,7.06,18.44,3.61369
1999,8,2,6.36,22.60,1.71369
1999,8,3,8.73,23.64,0.23393
1999,8,4,10.47,21.66,33.52202
1999,8,5,8.62,19.83,10.96845
1999,8,6,9.66,23.62,1.41369
1999,8,7,9.88,24.43,0.30714
1999,8,8,10.19,26.93,0.0631
1999,8,9,11.31,26.31,3.81369
1999,8,10,11.21,25.23,4.78333
1999,8,11,10.25,24.07,0.65476
1999,8,12,8.14,23.10,0
1999,8,13,7.17,24.05,0.00357
1999,8,14,9.54,26.74,0.87798
1999,8,15,10.51,24.73,0.26905
1999,8,16,9.57,24.89,0.82857
1999,8,17,10.70,26.06,3.1494
1999,8,18,9.67,24.85,0.56607
1999,8,19,9.66,26.44,2.82798
1999,8,20,11.42,25.14,1.31964
1999,8,21,11.79,23.95,2.44405
1999,8,22,9.79,24.68,0.6506
1999,8,23,9.75,25.52,0.81905
1999,8,24,11.58,27.86,0.92976
1999,8,25,12.04,27.29,1.2381
1999,8,26,10.95,27.14,1.50238
1999,8,27,12.52,27.77,5.98393
1999,8,28,12.57,23.84,4.92321
1999,8,29,9.95,25.55,1.03631
1999,8,30,10.35,26.87,1.05119
1999,8,31,11.15,26.96,6.47857
1999,9,1,10.89,24.99,3.76964
1999,9,2,10.65,23.63,5.05952
1999,9,3,8.67,21.91,3.16667
1999,9,4,5.52,19.52,1.16964
1999,9,5,4.27,21.62,0.09048
1999,9,6,6.04,24.63,0
1999,9,7,7.93,25.11,0.29405
1999,9,8,3.05,19.60,0.01667
1999,9,9,5.10,22.73,1.15536
1999,9,10,7.47,23.30,0.48095
1999,9,11,6.18,20.90,1.24345
1999,9,12,2.75,14.26,1.30417
1999,9,13,0.52,17.72,0.30774
1999,9,14,3.07,17.76,0
1999,9,15,2.31,18.07,0
1999,9,16,3.17,20.46,0.10833
1999,9,17,5.23,21.35,0
1999,9,18,4.83,22.43,0.57321
1999,9,19,1.42,14.29,8.30119
1999,9,20,0.91,11.85,5.14583
1999,9,21,-0.36,18.15,0.02143
1999,9,22,2.78,20.98,0
1999,9,23,5.49,21.37,0
1999,9,24,6.08,20.73,0.16488
1999,9,25,5.84,23.11,0.74821
1999,9,26,2.24,16.42,0.1125
1999,9,27,-2.38,9.13,2.86071
1999,9,28,-7.40,2.56,12.7375
1999,9,29,-8.76,11.97,0
1999,9,30,2.75,16.34,0
1999,10,1,-0.06,20.61,0
1999,10,2,-3.49,14.12,0.11369
1999,10,3,-2.21,13.75,0.00357
1999,10,4,-0.77,20.42,0
1999,10,5,2.62,21.57,0
1999,10,6,6.45,22.49,0.45
1999,10,7,3.95,14.41,4.75119
1999,10,8,1.36,16.73,0.01667
1999,10,9,3.24,22.69,0
1999,10,10,6.13,22.37,0.2619
1999,10,11,4.58,23.15,0.0506
1999,10,12,5.75,23.26,0
1999,10,13,6.01,20.83,0
1999,10,14,4.39,22.30,0
1999,10,15,0.20,14.53,1.28452
1999,10,16,-8.40,4.43,8.79405
1999,10,17,-12.32,5.51,0.67321
1999,10,18,-5.26,3.22,6.89643
1999,10,19,-7.22,6.54,1.16548
1999,10,20,-3.74,13.97,0
1999,10,21,-0.01,16.25,0
1999,10,22,1.96,17.39,0
1999,10,23,1.51,17.61,0
1999,10,24,0.96,19.67,0
1999,10,25,2.62,18.26,0
1999,10,26,2.41,20.70,0
1999,10,27,1.63,17.11,0
1999,10,28,-2.37,17.83,0
1999,10,29,-2.91,9.58,0.72202
1999,10,30,-5.16,12.13,0.0994
1999,10,31,-0.46,18.55,0
1999,11,1,-5.11,9.31,0
1999,11,2,-7.95,12.70,0.17857
1999,11,3,0.52,15.13,0.02143
1999,11,4,0.19,18.68,0
1999,11,5,4.36,17.26,0
1999,11,6,2.71,18.55,0.25
1999,11,7,2.37,18.95,0
1999,11,8,4.36,18.47,0
1999,11,9,2.82,14.73,0.04643
1999,11,10,-0.09,17.49,0
1999,11,11,2.90,18.55,0.03333
1999,11,12,2.25,19.49,0
1999,11,13,3.55,19.21,0
1999,11,14,3.97,18.61,0
1999,11,15,3.05,19.43,0
1999,11,16,2.91,18.72,0
1999,11,17,2.67,18.50,0.62738
1999,11,18,-3.97,9.37,0.44048
1999,11,19,-5.53,10.74,0.00357
1999,11,20,-1.29,13.94,0.6869
1999,11,21,-5.01,6.99,6.80179
1999,11,22,-9.27,1.06,7.94464
1999,11,23,-13.49,-1.71,0.34821
1999,11,24,-12.29,-0.84,0.13274
1999,11,25,-11.54,4.17,0.68214
1999,11,26,-2.37,9.59,0.16845
1999,11,27,-0.67,10.37,0
1999,11,28,-1.06,10.52,0.00357
1999,11,29,-1.74,12.12,0
1999,11,30,0.93,17.21,0
1999,12,1,1.53,14.53,0
1999,12,2,-2.39,8.22,1.95655
1999,12,3,-7.23,1.98,8.41845
1999,12,4,-10.89,-1.34,1.43929
1999,12,5,-11.21,5.17,0.04762
1999,12,6,-5.74,4.81,0
1999,12,7,-6.98,5.39,2.44762
1999,12,8,-11.36,-0.81,2.74167
1999,12,9,-13.41,1.09,0.48393
1999,12,10,-8.00,3.52,0.39167
1999,12,11,-9.54,-0.37,0.29405
1999,12,12,-9.99,1.54,0.08631
1999,12,13,-7.55,5.76,0.55595
1999,12,14,-12.52,-1.09,0.02262
1999,12,15,-12.91,0.37,0.06964
1999,12,16,-7.79,5.51,0.0631
1999,12,17,-6.57,3.83,0.72024
1999,12,18,-7.89,5.09,2.01607
1999,12,19,-11.51,0.36,0.53571
1999,12,20,-11.67,-2.37,0.34167
1999,12,21,-10.53,-1.19,2.34226
1999,12,22,-13.05,-0.04,1.16369
1999,12,23,-8.49,4.00,0.01071
1999,12,24,-4.77,6.34,0.04524
1999,12,25,-3.09,8.87,0
1999,12,26,-4.20,6.91,0.03869
1999,12,27,-4.49,6.70,0.0375
1999,12,28,-2.49,11.13,0
1999,12,29,-1.32,10.64,0
1999,12,30,-3.81,7.44,0.02917
1999,12,31,-3.03,2.89,0
2000,1,1,-4.15,6.05,1.18095
2000,1,2,-8.11,2.44,2.37083
2000,1,3,-14.28,-3.32,0.56131
2000,1,4,-14.82,1.15,0.93631
2000,1,5,-10.79,-0.24,0.84048
2000,1,6,-14.19,-2.80,0.02143
2000,1,7,-11.03,3.08,0.02024
2000,1,8,-9.10,1.62,0.19643
2000,1,9,-9.99,-1.12,1.02857
2000,1,10,-8.94,2.05,3.55179
2000,1,11,-6.35,6.69,1.05714
2000,1,12,-3.95,5.23,1.93869
2000,1,13,-6.88,3.45,0.2744
2000,1,14,-4.83,8.98,0.20774
2000,1,15,-0.59,10.36,0.03333
2000,1,16,-1.59,10.33,0.34345
2000,1,17,-0.37,11.23,0.225
2000,1,18,-0.67,7.64,1.38214
2000,1,19,-2.28,7.53,3.62083
2000,1,20,-3.53,9.62,0.57262
2000,1,21,-2.12,9.09,1.35536
2000,1,22,-5.54,3.13,2.18214
2000,1,23,-8.45,1.44,1.3994
2000,1,24,-7.33,6.54,1.13333
2000,1,25,-4.87,5.89,1.40357
2000,1,26,-3.84,4.14,4.53393
2000,1,27,-7.67,0.43,1.55357
2000,1,28,-11.28,-3.17,0.45179
2000,1,29,-13.05,-2.22,0.06726
2000,1,30,-12.66,0.55,0.00714
2000,1,31,-11.40,2.55,0.10833
2000,2,1,-10.39,4.62,0.28333
2000,2,2,-4.48,11.86,0.0994
2000,2,3,-5.33,7.78,0.05
2000,2,4,-9.81,2.65,0.09821
2000,2,5,-6.46,9.12,0.08988
2000,2,6,-4.42,8.03,0
2000,2,7,-4.41,7.31,0
2000,2,8,-3.04,13.08,0
2000,2,9,-0.23,10.16,0.07619
2000,2,10,-3.09,6.63,0.5381
2000,2,11,-6.23,2.34,2.43988
2000,2,12,-5.57,7.32,1.29107
2000,2,13,-7.21,3.08,1.42024
2000,2,14,-4.81,10.14,3.53214
2000,2,15,-2.90,7.57,2.21845
2000,2,16,-4.73,7.71,0.42381
2000,2,17,-7.54,3.47,9.6875
2000,2,18,-9.53,-0.51,2.575
2000,2,19,-8.90,4.33,0.14345
2000,2,20,-6.12,11.32,0.42679
2000,2,21,-1.14,12.90,0
2000,2,22,0.22,11.34,1.8131
2000,2,23,-3.33,9.55,0.3
2000,2,24,-2.08,10.80,0.00714
2000,2,25,-5.81,3.22,0.28452
2000,2,26,-7.88,3.90,0.39345
2000,2,27,-5.21,11.45,0.36488
2000,2,28,-0.86,13.25,0.01012
2000,2,29,-5.33,6.78,0.02024
2000,3,1,-3.18,9.09,0.40893
2000,3,2,-3.16,5.88,0.9881
2000,3,3,-6.94,9.77,0.12202
2000,3,4,-2.49,14.52,0.13571
2000,3,5,0.29,14.45,0.43274
2000,3,6,-3.74,13.12,0.15952
2000,3,7,-1.48,11.24,0.28333
2000,3,8,-4.52,8.10,0.32619
2000,3,9,-6.97,3.63,0.63095
2000,3,10,-6.81,2.12,0.25893
2000,3,11,-9.25,7.59,0.62798
2000,3,12,-5.30,3.38,0.83095
2000,3,13,-7.73,8.36,0.09702
2000,3,14,-4.27,10.62,0.47143
2000,3,15,-6.75,6.25,11.15
2000,3,16,-10.92,0.47,9.10476
2000,3,17,-7.95,5.75,0.74881
2000,3,18,-6.69,1.41,0.00357
2000,3,19,-8.43,11.67,0.41012
2000,3,20,-7.81,4.74,3.5006
2000,3,21,-8.68,0.23,4.04286
2000,3,22,-7.37,8.81,0.76012
2000,3,23,-3.02,12.55,0.03869
2000,3,24,-1.07,11.25,0.10417
2000,3,25,-1.49,13.01,0
2000,3,26,-0.30,12.70,0.22917
2000,3,27,-0.28,16.13,0.06488
2000,3,28,0.32,13.33,1.21786
2000,3,29,-1.36,10.06,1.02381
2000,3,30,-5.07,5.80,8.17024
2000,3,31,-6.44,1.24,8.7631
2000,4,1,-6.73,4.16,2.02262
2000,4,2,-6.19,6.44,8.45298
2000,4,3,-9.36,3.18,2.06786
2000,4,4,-3.92,18.42,0.66369
2000,4,5,3.43,18.69,0.05417
2000,4,6,2.73,18.37,0.15595
2000,4,7,-2.43,9.56,0.16488
2000,4,8,-5.11,16.39,0.34702
2000,4,9,2.00,20.05,0.00357
2000,4,10,1.20,14.31,0.1744
2000,4,11,-1.09,14.84,0.00357
2000,4,12,-0.41,18.90,0.10536
2000,4,13,2.14,19.47,0.16607
2000,4,14,2.71,19.00,0.34524
2000,4,15,-4.15,8.63,5.55
2000,4,16,-7.11,13.29,0.88571
2000,4,17,0.70,19.03,0.29405
2000,4,18,3.43,18.24,0.27857
2000,4,19,-3.42,10.25,0.61429
2000,4,20,-2.33,15.78,0.25774
2000,4,21,0.35,20.24,0.01905
2000,4,22,5.47,19.15,9.16131
2000,4,23,2.90,14.97,4.8494
2000,4,24,1.29,14.74,1.9994
2000,4,25,-2.32,15.26,0.86548
2000,4,26,1.53,18.40,0
2000,4,27,1.54,16.45,0.00893
2000,4,28,1.44,20.77,0.03274
2000,4,29,5.00,21.80,3.29524
2000,4,30,-0.46,11.84,3.89643
2000,5,1,-3.33,15.58,0.62381
2000,5,2,2.48,20.24,0
2000,5,3,5.66,23.53,0
2000,5,4,6.75,25.27,0
2000,5,5,8.64,26.11,0
2000,5,6,8.38,23.56,0
2000,5,7,7.43,21.82,1.12321
2000,5,8,1.42,12.83,6.35298
2000,5,9,-0.46,16.38,4.25595
2000,5,10,5.46,22.13,0.77024
2000,5,11,2.43,18.31,1.74405
2000,5,12,-3.18,7.42,0.70774
2000,5,13,-5.21,13.58,0.55179
2000,5,14,1.70,18.23,0.1631
2000,5,15,3.49,22.66,0.06964
2000,5,16,8.00,24.21,0.05833
2000,5,17,0.86,14.20,11.31786
2000,5,18,-1.46,8.61,5.04762
2000,5,19,1.29,16.80,1.77679
2000,5,20,4.56,16.91,0.67976
2000,5,21,3.75,20.19,0.2994
2000,5,22,7.35,23.91,0.20655
2000,5,23,9.49,25.98,0
2000,5,24,10.60,23.12,4.13393
2000,5,25,7.10,23.09,5.00952
2000,5,26,7.73,19.91,2.14524
2000,5,27,4.81,20.73,0.67976
2000,5,28,7.98,27.53,0.17798
2000,5,29,11.39,29.13,0.01548
2000,5,30,12.32,26.33,0.04226
2000,5,31,7.32,26.95,0
2000,6,1,6.52,19.69,0.04405
2000,6,2,4.98,23.61,0.04583
2000,6,3,7.96,26.32,0.07679
2000,6,4,7.03,21.43,0
2000,6,5,5.42,25.05,0.13512
2000,6,6,9.15,28.44,0.04702
2000,6,7,10.95,29.35,0.1994
2000,6,8,11.41,29.60,0
2000,6,9,10.57,25.04,0.24226
2000,6,10,7.34,23.37,0.07083
2000,6,11,8.15,25.23,0
2000,6,12,8.83,26.56,0.3119
2000,6,13,8.05,19.94,0.76845
2000,6,14,3.20,22.18,0.30833
2000,6,15,9.22,25.77,0.26667
2000,6,16,2.40,14.69,2.83988
2000,6,17,1.17,16.08,7.2006
2000,6,18,2.30,25.24,0.81131
2000,6,19,8.89,24.27,5.55893
2000,6,20,6.03,21.09,3.34583
2000,6,21,5.88,24.12,0.19405
2000,6,22,8.61,28.07,0.01667
2000,6,23,11.75,27.40,0.00714
2000,6,24,10.24,27.36,0.00357
2000,6,25,10.81,25.00,5.8006
2000,6,26,4.53,18.87,10.15238
2000,6,27,5.10,20.48,2.59167
2000,6,28,5.51,22.08,0.4125
2000,6,29,7.10,26.49,0.28214
2000,6,30,7.57,27.59,0.05774
2000,7,1,10.41,27.73,0.59286
2000,7,2,10.53,29.24,0.54345
2000,7,3,11.28,27.84,0.21607
2000,7,4,10.46,27.39,0.00357
2000,7,5,10.01,28.46,0.02143
2000,7,6,11.91,30.31,0.27976
2000,7,7,14.27,30.19,0.05714
2000,7,8,12.42,29.28,0.33631
2000,7,9,14.17,28.18,2.07262
2000,7,10,11.91,27.58,1.43274
2000,7,11,11.45,29.15,0.8369
2000,7,12,12.51,29.14,0.31607
2000,7,13,11.45,30.03,0.3
2000,7,14,13.57,30.93,0.05357
2000,7,15,14.19,31.81,0.30476
2000,7,16,14.75,25.89,14.74821
2000,7,17,9.80,21.44,11.89226
2000,7,18,9.76,27.39,2.80714
2000,7,19,9.73,27.77,0.06012
2000,7,20,11.31,27.02,0.1994
2000,7,21,9.22,27.27,0.475
2000,7,22,10.61,26.97,0.07321
2000,7,23,10.22,30.31,0.0119
2000,7,24,14.03,30.45,0.04643
2000,7,25,12.36,29.47,0.06726
2000,7,26,11.23,30.16,0.3381
2000,7,27,11.68,31.00,0.87976
2000,7,28,12.44,29.51,0.41369
2000,7,29,11.16,27.93,0
2000,7,30,11.03,27.61,0.06369
2000,7,31,10.46,27.67,0
2000,8,1,11.17,29.67,1.02321
2000,8,2,12.56,31.00,0.36726
2000,8,3,13.34,30.15,0.65774
2000,8,4,12.24,29.68,1.16667
2000,8,5,12.29,28.17,0.55298
2000,8,6,10.22,27.32,0.02262
2000,8,7,11.14,29.40,0.10119
2000,8,8,12.11,29.61,0
2000,8,9,13.58,30.36,0.0119
2000,8,10,11.92,28.44,0.30417
2000,8,11,11.46,30.28,0.62679
2000,8,12,13.00,28.46,0.47738
2000,8,13,12.30,28.94,1.11429
2000,8,14,11.81,29.92,0.57321
2000,8,15,14.84,29.37,1.14048
2000,8,16,8.60,27.63,5.18452
2000,8,17,8.92,23.67,7.90238
2000,8,18,8.44,22.55,4.10774
2000,8,19,11.40,25.33,2.22321
2000,8,20,10.32,25.70,1.59167
2000,8,21,11.16,25.79,1.1875
2000,8,22,9.99,25.12,1.75536
2000,8,23,9.25,25.35,0.55238
2000,8,24,10.63,27.54,0.1244
2000,8,25,11.91,27.19,1.31786
2000,8,26,10.37,25.91,1.35298
2000,8,27,10.43,26.01,2.04167
2000,8,28,11.17,25.65,3.30298
2000,8,29,10.50,24.74,6.13036
2000,8,30,11.38,24.71,1.48036
2000,8,31,7.94,23.46,2.5881
2000,9,1,7.37,24.05,1.79048
2000,9,2,8.93,23.85,0.40476
2000,9,3,7.73,25.09,0.00714
2000,9,4,8.56,27.70,0.21429
2000,9,5,11.84,29.65,0.80595
2000,9,6,10.90,25.87,0.87083
2000,9,7,7.31,22.04,0.23988
2000,9,8,7.97,26.49,1.83095
2000,9,9,6.94,23.26,0.6119
2000,9,10,7.39,26.14,0.75536
2000,9,11,8.73,24.83,0.16607
2000,9,12,7.26,25.62,0.09881
2000,9,13,8.47,27.11,0
2000,9,14,9.93,25.88,0
2000,9,15,8.52,28.54,0.12321
2000,9,16,11.17,29.12,0.17738
2000,9,17,11.18,29.34,0.01071
2000,9,18,11.06,23.94,0.01071
2000,9,19,8.10,23.29,4.70119
2000,9,20,0.50,14.80,8.2369
2000,9,21,0.75,21.80,6.94167
2000,9,22,-1.06,11.81,4.7881
2000,9,23,-5.40,4.18,10.99821
2000,9,24,-6.87,1.15,7.59048
2000,9,25,-6.87,11.62,0.54881
2000,9,26,0.48,17.47,0.09583
2000,9,27,2.40,19.25,0.04226
2000,9,28,3.49,21.48,0.16071
2000,9,29,6.95,21.80,0.53869
2000,9,30,5.93,21.17,0.01786
2000,10,1,6.46,22.56,0.08155
2000,10,2,7.14,22.15,0.12679
2000,10,3,5.49,20.36,0.52857
2000,10,4,3.27,17.94,0.55
2000,10,5,-2.79,10.80,1.35774
2000,10,6,-6.01,6.51,1.74167
2000,10,7,-7.01,5.73,1.225
2000,10,8,-6.32,9.25,0.00357
2000,10,9,-3.53,14.87,0.70655
2000,10,10,0.52,16.66,0.13393
2000,10,11,2.31,18.82,0.04643
2000,10,12,4.68,16.25,0.66726
2000,10,13,-0.43,11.25,0.06845
2000,10,14,-2.61,9.80,0.01905
2000,10,15,-1.78,13.08,0.04048
2000,10,16,-1.03,14.45,0.00357
2000,10,17,0.70,16.21,0.04583
2000,10,18,1.48,19.45,0.11726
2000,10,19,3.98,17.66,0
2000,10,20,2.44,16.04,0
2000,10,21,0.58,17.52,0
2000,10,22,0.57,9.41,4.42262
2000,10,23,-1.86,11.72,0.93571
2000,10,24,1.26,14.39,0.39286
2000,10,25,-0.30,11.64,0.04345
2000,10,26,-1.70,12.30,0.08333
2000,10,27,-0.56,13.20,0.0506
2000,10,28,1.58,13.78,0.0756
2000,10,29,0.36,12.46,0.31429
2000,10,30,0.49,13.40,0.09881
2000,10,31,0.05,10.80,3.12381
2000,11,1,-2.67,8.37,1.69702
2000,11,2,-4.37,4.79,1.1744
2000,11,3,-5.61,7.23,1.02679
2000,11,4,-3.99,12.08,0.74226
2000,11,5,-5.35,7.65,5.0619
2000,11,6,-10.68,-1.13,1.05655
2000,11,7,-13.29,-1.49,0.03631
2000,11,8,-10.23,2.23,0.04702
2000,11,9,-7.40,3.21,0.22679
2000,11,10,-8.77,-0.54,1.72262
2000,11,11,-13.91,-2.70,2.58929
2000,11,12,-15.96,-4.66,0.97202
2000,11,13,-16.97,-3.00,0.0506
2000,11,14,-13.16,1.99,0.0619
2000,11,15,-11.50,-0.42,0.50179
2000,11,16,-13.49,-2.89,0.09107
2000,11,17,-14.38,-2.95,1.15952
2000,11,18,-15.88,1.10,0.85
2000,11,19,-9.62,2.13,0.07917
2000,11,20,-11.48,3.21,0.1744
2000,11,21,-6.38,6.78,0.28155
2000,11,22,-3.99,7.86,0.12976
2000,11,23,-5.81,3.99,0.15714
2000,11,24,-6.51,7.18,0
2000,11,25,-8.20,2.55,0.0131
2000,11,26,-6.43,6.19,0.09345
2000,11,27,-4.60,5.46,1.87619
2000,11,28,-6.93,3.10,1.06667
2000,11,29,-8.11,4.84,0.20298
2000,11,30,-6.36,5.72,0.72798
2000,12,1,-7.93,2.11,0.08988
2000,12,2,-7.37,5.82,0.0631
2000,12,3,-4.38,9.36,0
2000,12,4,-5.51,3.50,0
2000,12,5,-5.63,7.42,1.19167
2000,12,6,-8.07,6.90,0.37262
2000,12,7,-5.19,8.85,0.06012
2000,12,8,-7.03,4.61,0.025
2000,12,9,-3.95,6.91,0.16964
2000,12,10,-10.58,1.76,3.12202
2000,12,11,-17.24,-7.07,2.03095
2000,12,12,-16.71,-1.61,0.57738
2000,12,13,-12.37,-0.14,0.79464
2000,12,14,-10.76,2.84,0.8131
2000,12,15,-8.12,1.55,2.92143
2000,12,16,-12.83,-1.70,1.06607
2000,12,17,-9.12,5.88,1.49702
2000,12,18,-11.37,-2.78,0.37381
2000,12,19,-10.12,6.52,1.07024
2000,12,20,-12.62,0.73,1.65774
2000,12,21,-14.37,-1.42,0.42738
2000,12,22,-8.72,4.28,1.2256
2000,12,23,-8.11,2.13,0.20119
2000,12,24,-7.21,3.74,0.79881
2000,12,25,-9.47,-1.94,1.53631
2000,12,26,-11.22,2.24,0.2375
2000,12,27,-6.80,5.89,0.38512
2000,12,28,-8.75,2.60,0.125
2000,12,29,-10.51,0.20,0.04226
2000,12,30,-9.63,1.79,0.83274
2000,12,31,-10.30,-1.31,0.49702
2001,1,1,-11.04,2.84,0.03631
2001,1,2,-11.90,1.98,0.25595
2001,1,3,-7.76,7.34,0.13512
2001,1,4,-4.02,10.16,0
2001,1,5,-2.69,11.76,0.00357
2001,1,6,-6.33,10.44,0.06905
2001,1,7,-10.31,1.46,0
2001,1,8,-9.18,7.55,0
2001,1,9,-6.77,9.01,0
2001,1,10,-4.53,7.89,0
2001,1,11,-6.86,7.39,0.00357
2001,1,12,-5.00,9.64,0.03631
2001,1,13,-8.53,2.40,0.11845
2001,1,14,-10.73,1.00,0.04286
2001,1,15,-13.14,-2.15,3.0756
2001,1,16,-14.41,-2.78,4.2
2001,1,17,-17.85,-2.25,0.12857
2001,1,18,-14.95,-0.30,0.1006
2001,1,19,-13.95,-0.45,0.03571
2001,1,20,-11.13,1.87,0.07321
2001,1,21,-11.93,3.02,0.1881
2001,1,22,-7.58,6.49,0.05476
2001,1,23,-8.64,2.96,0.00714
2001,1,24,-9.52,2.10,0.00714
2001,1,25,-9.21,4.64,0.15893
2001,1,26,-9.66,1.38,0.09464
2001,1,27,-10.99,1.19,1.77619
2001,1,28,-10.99,-0.68,2.15893
2001,1,29,-11.22,0.74,1.16845
2001,1,30,-10.91,0.04,0.00952
2001,1,31,-12.39,-1.82,0.01429
2001,2,1,-12.76,-0.87,0.21012
2001,2,2,-8.24,5.36,0.25714
2001,2,3,-4.35,3.84,1.30238
2001,2,4,-6.26,4.75,0.19405
2001,2,5,-2.93,7.91,2.9881
2001,2,6,-7.48,4.80,0.43214
2001,2,7,-7.52,4.28,0.81607
2001,2,8,-14.79,-3.95,3.47083
2001,2,9,-19.16,-4.22,0.56548
2001,2,10,-12.47,2.67,0.56369
2001,2,11,-8.86,3.81,0.44345
2001,2,12,-8.45,4.37,0.27381
2001,2,13,-6.82,6.70,2.98036
2001,2,14,-11.75,-3.09,1.19881
2001,2,15,-10.84,2.23,2.22976
2001,2,16,-8.92,1.94,0.0631
2001,2,17,-8.18,5.93,0.03452
2001,2,18,-4.54,7.80,0.13155
2001,2,19,-3.53,6.51,0.01905
2001,2,20,-4.29,8.86,0.07262
2001,2,21,-6.01,6.07,1.0375
2001,2,22,-4.07,7.77,0.57857
2001,2,23,-3.22,10.31,0.025
2001,2,24,-6.41,3.24,0.15893
2001,2,25,-8.17,5.33,0.17738
2001,2,26,-6.05,4.49,0.70238
2001,2,27,-10.52,-0.96,1.20417
2001,2,28,-11.44,3.82,2.36905
2001,3,1,-6.71,5.58,0.55179
2001,3,2,-7.92,5.49,0.09286
2001,3,3,-5.46,5.06,0.45595
2001,3,4,-6.98,6.50,0.0619
2001,3,5,-3.67,12.11,0.26369
2001,3,6,-1.02,10.15,0.21726
2001,3,7,-1.39,9.34,0.40298
2001,3,8,-2.92,10.01,0.02143
2001,3,9,-2.65,11.24,0.37738
2001,3,10,-4.56,5.88,4.80298
2001,3,11,-7.77,0.27,4.33988
2001,3,12,-8.74,3.26,4.03036
2001,3,13,-5.10,7.68,0.04405
2001,3,14,-5.98,5.36,1.54226
2001,3,15,-7.61,1.84,0.74821
2001,3,16,-9.85,3.32,3.8494
2001,3,17,-5.72,1.99,2.85536
2001,3,18,-7.78,4.10,0.37024
2001,3,19,-6.30,9.90,0.44583
2001,3,20,-1.27,14.74,0.06548
2001,3,21,1.55,14.39,0.62381
2001,3,22,-0.42,12.68,0.50298
2001,3,23,-1.38,11.77,1.30536
2001,3,24,-4.85,6.09,0.34524
2001,3,25,-3.81,8.01,6.01071
2001,3,26,-3.53,8.15,5.28631
2001,3,27,-3.18,8.51,0.57679
2001,3,28,-5.08,8.08,0.5881
2001,3,29,-3.59,7.16,4.13631
2001,3,30,-4.33,7.33,3.37143
2001,3,31,-5.50,6.38,0.4744
2001,4,1,-1.26,13.68,0.42024
2001,4,2,1.70,15.89,0
2001,4,3,2.57,17.46,0
2001,4,4,3.68,18.45,0.05952
2001,4,5,2.34,17.62,0
2001,4,6,2.01,14.47,0.84464
2001,4,7,-2.90,11.99,0.16012
2001,4,8,-0.63,11.08,0.06131
2001,4,9,-4.53,11.69,0.41488
2001,4,10,-2.59,7.81,20.06131
2001,4,11,-4.17,4.04,6.275
2001,4,12,-5.93,7.15,1.7006
2001,4,13,-4.91,8.62,0.44524
2001,4,14,-2.75,11.42,0.46964
2001,4,15,-2.69,12.07,0.2875
2001,4,16,-2.69,8.46,0.01071
2001,4,17,-4.29,15.16,0.39107
2001,4,18,2.20,20.29,0.07381
2001,4,19,5.03,18.61,0
2001,4,20,2.36,15.58,0.51131
2001,4,21,-1.22,12.05,20.25952
2001,4,22,-2.06,5.97,13.4625
2001,4,23,-4.84,8.50,2.65774
2001,4,24,-1.96,12.76,0.14464
2001,4,25,0.83,16.97,0.02143
2001,4,26,4.02,19.71,0.03036
2001,4,27,4.50,21.81,0
2001,4,28,5.82,21.39,0.06786
2001,4,29,5.01,20.57,0.02024
2001,4,30,2.77,17.50,0.09345
